פתרון,הגדרה,אורך,מחבר,מספר
תגמולהולמ,"נתנו כרטיס קול לזה שמרביץ, זה בדיוק מה שמגיע לו (5, 4)",9,אודי הרשקוביץ,181
תגמחיר,"מרססים הופכים תימנים אותנטים (2, 4)",6,דוד זהבי,6
תגמחיר,"נקמה במטייל זה גמילות חסדים (2, 4)",6,אודי הרשקוביץ,307
תגנובלהמ,"תקח מהם, תשמרו והיה לו כיף מספיק (5, 3)",8,דוד זהבי,306
תגרמולנו,"זה מה שנעשה בגללכם, יש נגדנו סוחר (5, 3)",8,דוד זהבי,600
תגרנימ,בסוף מצאנו גרמני שהתבלבל בשוק (6),6,אודי הרשקוביץ,272
תגרש,לא תשאיר את מי שיש לו סימן של מסכן (4),4,אודי הרשקוביץ,207
תד,עם 25 מאונך. יהיה לך קשה להאמין שגדל לפני (4),2,דוד זהבי,308
תדהר,מה תעשה על סוס עץ במושב? (4),4,אודי הרשקוביץ,295
תדיאור,"חפש הורה בטעם שהציל חיים (3, 3)",6,דוד זהבי,27
תדייק,"בסוף אני לא צריך יותר ממאה, אל תגיד סתם (5)",5,דוד זהבי,33
תדירימ,הם די רגילים שמישהו גר בתוך הבתים (6),6,אודי הרשקוביץ,319
תדמית,"תהרוג ארבעה בפנים, אבל איך זה יראה כלפי חוץ? (5)",5,דוד זהבי,627
תדעכלאמ,"עם 5 מאוזן. סיסמה צה""לית תבין שזה בית סוהר מסביבה (3, 2, 2, 5)",7,אודי הרשקוביץ,385
תדרוכ,ההסבר יהיה תחת רגליך (5),5,דוד זהבי,151
תה,ראה/י 9 מאוזן,2,אודי הרשקוביץ,234
תה,"עם 5 מאונך. האחרונה היא היחידה שתשוב לשתות את זה (2, 2)",2,אודי הרשקוביץ,279
תהאלבז,"יצחקו על השתיה של בני הזמר (3, 3)",6,אודי הרשקוביץ,42
תהומ,הם חשבו מספיק לעומק (4),4,אודי הרשקוביץ,534
תהומהנשיה,"היו נבוכים מהסכמת הבהמה שנשכחה מזמן (4, 5) (ח)",9,אודי הרשקוביץ,166
תהומות,הרהרו בסוף הדרך במעמקים (6),6,דוד זהבי ואודי הרשקוביץ,625
תהומי,לא היו בטוחים לגבי זהותו של פער שכזה (5),5,אודי הרשקוביץ,556
תהיהזהיר,"משקה ידמיין שראה סוף סביר, תשמור על עצמך (4, 4)",8,דוד זהבי,378
תהיהליבריא,"תודה רבה לך, הרהור מערב אפריקאי ראשון (4, 2, 4)",10,דוד זהבי,133
תהילימ,"תהפוך לשחור, למשל, שקוראים בו (6) (מ)",6,דוד זהבי,194
תהילימ,"בתנ""ך את עוד תהפכי לסוף, למשל (6) (מ)",6,דוד זהבי ואודי הרשקוביץ,325
תהילימ,את מוכנה להיות שלי? מספיק ספר (6) (מ),6,אודי הרשקוביץ,409
תהירוק,"נסי להבין נוזל שאפשר לשתות (2, 4)",6,דוד זהבי,247
תהליכימשוב,,10,רון מוצפי,68
תהליכמדיני,"קיוו שיביא שלום, ושוב יזיז את זו שיש בה בסוף (5, 5)",10,דוד זהבי,263
תהלכאימימ,"תפחיד עם שתיה לשלושה שבועות (4, 5)",9,דוד זהבי,31
תהמר,תתערב בגלל שלא שמו סוכר בשתיה (4),4,אודי הרשקוביץ,213
תהנהנ,אם היה לך כיף תחזור ותסכים (5),5,אודי הרשקוביץ,205
תהצמחימ,"זה שלא אוכל שורד באחד מהבנים, כי יש לו משקה (2, 5)",7,דוד זהבי,492
תהצמחימ,"זה שלא אוכל לא מת ונגמר מבחוץ, אפשר לשתות אותו (2, 5)",7,דוד זהבי,641
תהרוגאותי,"תהיה לכם שלישיה, זה הסימן שלי – אני לא מבין! (5, 4)",9,דוד זהבי,133
תהרותח,"הן ילדו בתוך רב, שותים אותו לאט (2, 4)",6,דוד זהבי,151
תו,הוא סימן לה שגם פה יכול להיות (2),2,אודי הרשקוביץ,242
תו,עם 4 מאונך. קצרו אותך בסוף ושוטר מתחת (6),2,דוד זהבי,344
תואודורקיס,"שוב דיווחו איך הוא כותב תו אחד, המלחין הזה (10) (מ)",10,אודי הרשקוביץ,250
תואנה,זו סתם עלילה שהבילויים עולים (5),5,אודי הרשקוביץ,442
תואנות,מה שהן דורשות נשמע כמו סתם תירוצים (6),6,אודי הרשקוביץ,328
תואנות,"אנחנו אכלנו פרי? להיפך, אלו סתם סיפורים! (6)",6,דוד זהבי,412
תואנותשוא,"היא שונאת אותו בלי כל סיבה (6, 3)",9,אודי הרשקוביץ,70
תואנותשווא,"שונאות אותו בלי סיבה (6, 4) (מ)",10,אודי הרשקוביץ,507
תואנותשונות,"אתונות עם שלל תירוצים (6, 5)",11,אודי הרשקוביץ,377
תואראבירות,"פרשה בין האחרונה למשקאות של אצילים (4, 6)",10,דוד זהבי,422
תוארכ,שם כמו זמנו (5),5,דוד זהבי,35
תוארכבוד,"קבעו שאז היה 4, זה לא באמת דוקטורט (4, 4) (מ)",8,דוד זהבי,520
תוארראשונ,"במבט לאחור, לא יקחו אותנו לצפות באוניברסיטה (4, 5)",9,אודי הרשקוביץ,56
תוארשלישי,"אחרי הפועל והשם יש דוקטורט (4, 5)",9,דוד זהבי,2
תוארשלישי,"דוקטור, מי למשל מתכוון להתחתן עם 22 מאונך? (4, 5)",9,אודי הרשקוביץ,458
תובנה,מי למשל הקים הבחנה? (5),5,דוד זהבי,476
תובנית,"הם יתפתו, כן? יתפתו גם בטלוויזיה וברדיו (6)",6,אודי הרשקוביץ,297
תובעמחוזי,"יש וידאו בסימן השני לפי המשפטן הבכיר (4, 5)",9,דוד זהבי,465
תובעניימ,רוצח הסתובב לפני אלה שאין להם ויש להם דרישות (8),8,דוד זהבי,524
תוגברו,עזרו להם והן ניצחו. את מי למשל? (6),6,אודי הרשקוביץ,46
תודהרבה,"מי נכנס במהירות לתוכה בתגובה לקבלת עזרה (4, 3)",7,אודי הרשקוביץ,42
תודהרבה,"סימן שרכב בתוכה, עשית לי טובה (4, 3)",7,דוד זהבי,147
תודהרבה,"סימן התקדם בתוכה במהירות, להוקרה (4, 3)",7,דוד זהבי,551
תודהרבה,"מי שמנומס אומר שזה סימן שהוא נורא מיהר בחמישית (4, 3)",7,אודי הרשקוביץ,595
תודהררה,"הסימן מהר מאד בתוכה, עזרת מאד! (4, 3)",7,דוד זהבי,206
תודהשבאתנ,"בסוף האירוע אומרים לכן: יש תאנה בשדות (4, 5)",9,אודי הרשקוביץ,285
תודו,"סימן ודוגמה שלו, אל תנסו לומר אחרת (4)",4,דוד זהבי ואודי הרשקוביץ,525
תודותלכ,"בזכותך מגרשים את תחילת האוקטבה (5, 2)",7,דוד זהבי,308
תודעה,הכרה שמחזירה את הסיפור של מה שקרה (5),5,דוד זהבי,490
תוהימ,לא ברור להם הסימן של ההמון (5),5,אודי הרשקוביץ,158
תוחרמ,"לא ידברו אתך, שוב ציפו בסוף (5)",5,דוד זהבי,306
תוככדי,"באמצע סימן בדיוק מספיק (3, 3)",6,דוד זהבי,18
תוככדי,"באמצע סימן מאד מספיק (3, 3)",6,דוד זהבי,290
תוככדידבור,"בלי לחכות זמן סימן בצורה כזו: מספיק, שרץ! (3, 3, 4) (ח)",10,דוד זהבי,600
תוככדיככ,"סימן באופן זה, מספיק באופן זה, באותו זמן (3, 3, 2)",8,דוד זהבי,592
תוכנה,מי למשל לא משקר במחשבים? (5),5,אודי הרשקוביץ,499
תוכניות,מה שקורה באמצע השכונה בטלוויזיה וברדיו (7),7,דוד זהבי ואודי הרשקוביץ,325
תוכניתבזל,"באמצע קבע את מסלול המנוח, זו תמצית הרעיון הציוני (6, 3) (מ)",9,דוד זהבי,227
תוכניתהמאה,"המכונית התבלבלה בחדרה? זה הרעיון האמריקאי (6, 4)",10,אודי הרשקוביץ,354
תוכניתיחיד,"יכין תות יחד, אבל ההופעה היא לבד (6, 4) (מ)",10,דוד זהבי,171
תולענה,העץ הוא סימן מר (6),6,דוד זהבי,235
תולעתספרימ,"תספורת, מעיל וחנון (5, 5)",10,דוד זהבי,51
תולעתספרימ,"אוהב לקרוא הפוך את מחיר הגזוזטרה (5, 5)",10,אודי הרשקוביץ,328
תולשימ,הם לא מחברים צליל בודד בשביל להניח (6),6,אודי הרשקוביץ,258
תומ,"עם 20 מאונך. אין לו אומץ כשמגיע הזמן שלי והם רצים (3, 4)",3,דוד זהבי,420
תומ,עד לב אבני (3)(מ),3,דוד זהבי,441
תומ,ראה/י 16 מאונך,3,דוד זהבי,451
תומ,יער עד (3),3,אודי הרשקוביץ,483
תומ,"עם 4 מאוזן. בסוף הם הצליחו לראות את גנץ האלוף (3, 6)",3,אודי הרשקוביץ,587
תומאסמאנ,"סופר גרמני לא הסכים לסיום הנצחון (5, 3) (מ)",8,דוד זהבי,296
תומכילחימה,"סופה של חברה ישראלית בכעס, כי הם לא פייטרים (5, 5)",10,אודי הרשקוביץ,117
תומכימ,"הם בעד אלו שמרביצים לפה, למשל (6)",6,אודי הרשקוביץ,264
תומכלחימה,"אחרי כלל הכעסים, הוא חייל (4, 5)",9,דוד זהבי,131
תומכלחימה,"כשלא נשאר שום כעס הוא לא קרבי (4, 5)",9,דוד זהבי,512
תומכלחימה,"כשהכעס נגמר לגמרי, גם הוא הכרחי לניצחון בקרב (4, 5)",9,אודי הרשקוביץ,574
תומסויר,"לגיבור ספרותי יש סימן שטיילו בו (3, 4)",7,אודי הרשקוביץ,323
תומסויר,"ספר על קביעת חובת תשלום בתור (3, 4)",7,דוד זהבי,396
תוניסאימ,הפחיד אותה: אל תרמי אף אחד מתושבי אפריקה (8),8,אודי הרשקוביץ,623
תוניסיה,מה עושות הסיניות באפריקה? (7),7,אודי הרשקוביץ,193
תוספדלק,"מי למשל בכה על הציפוי כדי לשפר ביצועים? (4, 3)",7,דוד זהבי,412
תוספות,"על קצהו של הפרי מסביב, יש את מה שמסביב (6)",6,אודי הרשקוביץ,568
תוספתיוקר,"גבול המיון המשרדי בתור להעלאה (5, 4)",9,אודי הרשקוביץ,511
תועבה,סימן בבולד זה ממש מגעיל (5),5,דוד זהבי,241
תועדתמ,רשמו אותכם עם סימן של הקבוצה שלהם (6),6,אודי הרשקוביץ,266
תועיל,"תעשה משהו טוב, יש חורבה ועוד חורבה בפנים (5)",5,אודי הרשקוביץ,450
תועלת,"אות מקוצרת תחת אות לא מקוצרת, זה יכול להביא ערך (5)",5,אודי הרשקוביץ,454
תועמד,ירימו אותך שוב תוך כדי בכי (5),5,אודי הרשקוביץ,341
תופיקטובי,"ח""כ לשעבר, בתי, וזמר מוצלח (5, 4)",9,דוד זהבי,12
תופמרימ,"הדב הסתובב בין הפירות לפי הקצב (3, 4) (מ)",7,דוד זהבי,20
תופמרימ,"כלי הנגינה מחזיר את נוזלי המדרונות (3, 4) (מ)",7,דוד זהבי,192
תופמרימ,"בסוף, פה יש חוסר הסכמה שמייצר רעש (3, 4) (מ)",7,דוד זהבי,594
תופסטרמפימ,"כלי נגינה הכה קצינים כי הוא רוצה להתקדם (4, 6)",10,דוד זהבי,318
תופסראש,"מתפנן שוב קרוב והן בסלון (4, 3)",7,דוד זהבי,331
תופעתדופלר,"זמן פלפל בתוך המחבר, וזה משנה את הקול (5, 5)",10,דוד זהבי,102
תופעתטבע,"בזמן ששקע כלי הנגינה היה צונאמי, למשל (5, 3)",8,אודי הרשקוביץ,409
תופתע,היא לא תהיה מוכנה לשאול עין (5),5,אודי הרשקוביץ,98
תופתעי,גיהנום בעזרת זה שלא תהיי מוכנה (6),6,דוד זהבי,398
תוצאותאמת,"לא ישאירו אתכם בחדר עם הגופה מיד לאחר הבחירות (6, 3)",9,אודי הרשקוביץ,354
תוקניה,"פתרו את הבעיה שלה עם עשיריה בפנים בשביל הנחה (2, 4)",6,דוד זהבי,441
תוקפני,"הוא לא נעים, סימן ליש""ט (6)",6,דוד זהבי,69
תור,"עם 25 מאונך. באמצע רבנים ובאמצע אחד שיוצר עיכוב (3, 4)",3,דוד זהבי ואודי הרשקוביץ,275
תור,ראה/י 8 מאוזן,3,דוד זהבי,518
תורהשבעלפה,"השישי סיים, מי הבא לכאן? זה לא כתוב בשום מקום (4, 4, 2)",10,אודי הרשקוביץ,1
תורמוס,"למשל, פה דורכים על הקטנית (6) (ע""פ אודי מור)",6,אודי הרשקוביץ,77
תורמות,נותנות זמן לסוף (6),6,דוד זהבי,10
תורמימ,נותנים כי עכשיו זמן הנוזל (6),6,דוד זהבי,624
תורמת,נותנת משלה כי עכשיו זה שכבר הלך (5),5,דוד זהבי,594
תורנ,זה הזמן שלהן בספינה (4),4,אודי הרשקוביץ,334
תורנותשבת,"שרות בבסיס לבתי מרקחת (6, 3)",9,דוד זהבי,80
תורנימ,כשהם במשמרת זה הזמן לישון (6),6,אודי הרשקוביץ,285
תורפה,"זה המקום בו זה כנראה הלך לך לאיבוד, איפה שפגיעים (5)",5,דוד זהבי,616
תורשה,תקבל אישור למה שקיבלת מההורים (5),5,אודי הרשקוביץ,487
תורשתי,זה עובר מדור לדור שעכשיו היה ערב (6),6,דוד זהבי,557
תורשתיימ,"אחת בדיוק יצאה, מגיעים מההורים (8)",8,דוד זהבי,273
תורשתיימ,מספר אחד כבר יצא כמו הגנים שלנו (8),8,אודי הרשקוביץ,358
תורתהמוסר,"אתיקה של עוף, משקה ודג (4, 5)",9,דוד זהבי,555
תורתהנסתר,"חפש משקאות חמים, חפש בקבלה (4, 5)",9,דוד זהבי,184
תורתהנסתר,"זו הקבלה על חל""ת, תמיר, חורחה נסחר! (4, 5)",9,אודי הרשקוביץ,472
תורתכמ,אתם מלמדים שחברו אותם בעזרת סימן (6),6,דוד זהבי,369
תורתלחימה,"בצבא תתחיל, ומהר (4, 5)",9,אודי הרשקוביץ,65
תורתמשה,"לפי היהדות הוא נאיבי גנטית (4, 3)",7,דוד זהבי,6
תושבחוזר,"שוב בארץ בשות (4, 4)",8,דוד זהבי,580
תושבחוצ,"לא גר פה, עם 20 אותיות ראשונות בלבד (4, 3)",7,דוד זהבי,22
תושבימ,זה הסימן שבבירה גרים אנשים (6),6,אודי הרשקוביץ,148
תות,ראה/י 8 מאוזן,3,אודי הרשקוביץ,452
תות,"הבנות שהפסיקו לעבוד סילקו את הפרי, אבל שוב נשאר להן (3)",3,אודי הרשקוביץ,568
תותבות,הפרי של הרוצח - לא אמיתיות (6),6,דוד זהבי,20
תותבת,פרי נקבה לא מקורי (5),5,דוד זהבי,604
