פתרון,הגדרה,אורך,מחבר,מספר
תחתונימ,"עם 11 מאונך. שלחי לי... ישבן וחוט ומשחק של קוסמות (7, 7)",7,דוד זהבי,614
פירמידות,משחקים לא משתלמים במצרים (8),8,דוד זהבי,614
ביתהערבה,"בבקעה יש קערה שטוענת שיש בה משקה (3, 5)",8,דוד זהבי,614
פתערבית,"פה הסכין השני, במה שאוכלים מאוחר (2, 5)",7,דוד זהבי,614
מועצה,גוף שלטוני שמאוחר להספד (5),5,דוד זהבי,614
בפרוש,פושר ולא ברמז (5),5,דוד זהבי,614
וניל,אלמוני לא נתן טעם (4),4,דוד זהבי,614
גחכ,צחק על 2.5% מהכנסת (3),3,דוד זהבי,614
חורגמהכללימ,"לא נותר מטבע שלא זרקה עליו אבנים בצבע, זה לא חוקי! (4, 7)",11,דוד זהבי,614
סדומ,"עם 10 מאוזן. חורבן והרס ודם ועם (4, 6)",4,דוד זהבי,614
ציפורלילה,"דג מפתח במדבר שמעדיף לישון ביום (5, 4)",9,דוד זהבי,614
ועמורה,ראה/י 8 מאוזן,6,דוד זהבי,614
השתמד,בן אדם מספיק בקול עבר לנצרות (5),5,דוד זהבי,614
לאדינו,שפה שבה נדרוש יותר ממה שיש (6) (מ),6,דוד זהבי,614
ביתאלפא,"קיבוץ שהלחים שתי אותיות (3, 4)",7,דוד זהבי,614
פעמביומ,"מזמן היו הוראות איך להציג כל 24 שעות (3, 4)",7,דוד זהבי,614
נאורות,מדינת אי אחרונה ותפיסה מודרנית (6),6,דוד זהבי,614
בהתאמ,"אי לכך, היא כוללת את החדר שלהם (5)",5,דוד זהבי,614
ערמומי,הפגם שלי נמרץ ופקח (6),6,דוד זהבי,614
דיבורנגוע,"לא כל כך חכם ומת אחרי כשלון – לא נעים לשמוע את זה (5, 4) (מ)",9,דוד זהבי,614
בנגי,משחה או קפיצה? (4) (ח),4,דוד זהבי,614
לשתותלשוכרה,"עסה פרי, עסה וחפר כדי לדפוק את הראש (5, 6) (מ)",11,דוד זהבי,614
עינהבשור,"העיר שבנו היא מושב? (3, 5)",8,אודי הרשקוביץ,615
מנגו,הוא פרי מתוך תוכו (4),4,אודי הרשקוביץ,615
רברסבילי,"מצאנו ברברי שאינו פעיל, אבל אפשר לשנות את זה (8)",8,אודי הרשקוביץ,615
נקטעמדה,"נחתוך מטר אולי, והוא לא נשאר אדיש (3, 4)",7,אודי הרשקוביץ,615
ככיפה,ראה/י 1 מאונך,5,אודי הרשקוביץ,615
פאנ,אל תרים בגד (3) (מ),3,אודי הרשקוביץ,615
היאכל,"עם 3 מאונך. לפי השיר עולה השאלה איך אתה מתחזק? (3, 2, 2, 3)",5,אודי הרשקוביץ,615
בליבושה,"התאהב בבהמה, ולא אכפת לו מה חושבים עליו (3, 4)",7,אודי הרשקוביץ,615
נוביגוד,הדוקטור לבוש לחג (7),7,אודי הרשקוביץ,615
רוצימעוד,"להחזיר שני עמים יגרום למצב שלאף אחד אין מספיק (5, 3)",8,אודי הרשקוביץ,615
ראומטיזמ,הבחינו כיצד הוא מתחיל לבצע את הניצחון על המחלה (8),8,אודי הרשקוביץ,615
דהוינצי,"אמן שהוא יזרח, למרות שהוא כבר לא נראה טוב מבחוץ (2, 5)",7,אודי הרשקוביץ,615
תחילה,בראשונה האחרונה פחדה (5),5,אודי הרשקוביץ,615
ניגוב,משחק בשן אחרי השחייה (5),5,אודי הרשקוביץ,615
רבימ,לא מעטים הם רבני ערים שהם חסרי לב (4),4,אודי הרשקוביץ,615
ישר,כוח דרך המספרים (3),3,אודי הרשקוביץ,615
היפוכונדרימ,נצפין כי הם סובלים מהפרעה נפשית (11),11,אודי הרשקוביץ,615
נצחי,בעל מקצוע שחוזר כל הזמן (4),4,אודי הרשקוביץ,615
אינדיקטור,זה סימן שצריך לחמם עוד מים למנוע (9),9,אודי הרשקוביץ,615
סגוביה,לא חייבת כסף לאף אחד בספרד (6),6,אודי הרשקוביץ,615
לזניה,מנת אוכל לכל סוגיה (5),5,אודי הרשקוביץ,615
דגינוי,"יצאו נגד הנסיכה מסביב לברכה (3, 3)",6,אודי הרשקוביץ,615
ריביירה,יש ברירה: שלום או מקום לנופש (7),7,אודי הרשקוביץ,615
דיוהותר,"מספיק, הנוזל כבר לא אסור (2, 5)",7,אודי הרשקוביץ,615
גליציה,שם אפשרי לדיונות באירופה (6),6,אודי הרשקוביץ,615
נמהרת,לא חושבת יותר מדי לפני ששוב יוצאת לחפש אוכל (5),5,אודי הרשקוביץ,615
טנדרימ,נוסעים כבר כמעט 10 שבועות (6),6,אודי הרשקוביץ,615
עינבגלילי,"גלי, עלי ברדיו ובטלוויזיה (4, 5)",9,אודי הרשקוביץ,615
זמני,"זמר פולני שויתר על הרמטכ""ל בינתיים (4)",4,אודי הרשקוביץ,615
מקדמימבברכה,"המורים לשחייה נחמדים בתחילת הפגישה (6, 5)",11,אודי הרשקוביץ,615
בלימגבלה,"לילה? מגב? הכל אפשרי! (3, 5)",8,דוד זהבי,616
יגונ,משחק במטבע? עצב גדול! (4),4,דוד זהבי,616
כרומוזומ,שתי תוכנות שעוברות בתורשה (8),8,דוד זהבי,616
הריגורל,"קיבוץ ותלמיד אחרי מקום גבוה חשובים מאד (3, 4)",7,דוד זהבי,616
יגלגל,"יתכונן לעשן, בוזי מאחור (5)",5,דוד זהבי,616
כפר,בעיקר ראש ורדים (3),3,דוד זהבי,616
הליכת,"עם 24 מאונך/ ירך תחילה (5, 3)",5,דוד זהבי,616
טומסויר,"חיוב תשלומים בעמודה או רומן אמריקאי (3, 4) (ח)",7,דוד זהבי,616
מספראחת,"תשלום גס פחד? זה הכי טוב! (4, 3)",7,דוד זהבי,616
יואבצפיר,"מפיק, מנהל ובתוכו חודש ותחזית (4, 4)",8,דוד זהבי,616
כוסותרוח,"מפריך אותו ולטאה בחוץ, זה טיפול אלטרנטיבי (5, 3)",8,דוד זהבי,616
כפריונה,"יש יצרנות גבוהה כל כך בחוץ, בשרון (3, 4)",7,דוד זהבי,616
היתכנ,"שלום מהות, זה אפשרי? (5)",5,דוד זהבי,616
תפקחי,תשימי עין ואל תצאי בלי כלי נגינה (5),5,דוד זהבי,616
לבדמ,איבר ומה שעובר בו ואף אחד אחר (4),4,דוד זהבי,616
ירח,ראה/י 1 מאונך,3,דוד זהבי,616
הפכתיוהפכתי,"חפשתי היטב ובסוף השארתי ללא שינוי (5, 6)",11,דוד זהבי,616
גדול,פה כהן ילד אח (4),4,דוד זהבי,616
יורדלחייו,"מנהל רביעי מצדי פניו מתעלל בו (4, 5)",9,דוד זהבי,616
מגנטימ,קבוצה בלגית טובעת אולי על המקרר (6),6,דוד זהבי,616
תגמול,משכורת גת (5),5,דוד זהבי,616
רגזנימ,עיר וסוגים שאינם רגועים (6),6,דוד זהבי,616
כספנזיל,"כמו מלח בקצה ברזיל, למשל מזומן (3, 4)",7,דוד זהבי,616
כמובובה,"הוא כמובן מחליף נבובה בצייתנות (3, 4)",7,דוד זהבי,616
אלפאלפ,"לימד פעמיים? זה הכי טוב! (3, 3)",6,דוד זהבי,616
תורפה,"זה המקום בו זה כנראה הלך לך לאיבוד, איפה שפגיעים (5)",5,דוד זהבי,616
תחתלחצ,"רב של גבעה? יורים אותו בכפייה (3, 3)",6,דוד זהבי,616
פרוטקציות,רשימה עם כל הסופיות? זה לא הוגן! (9),9,דוד זהבי,616
ורוד,צבע וסטיוארט (4) (מ),4,דוד זהבי,616
משררהביטחונ,"זז, אבד גובה, ראה וותר – זו עמדה חשובה בממשלה (4, 7) (מ)",11,דוד זהבי,616
מחולשדימ,"ויתרו לו, כך שהם מסתפקים בשמועות מרושעות (4, 4)",8,אודי הרשקוביץ,617
חמוס,בעל חיים גנוב (4),4,אודי הרשקוביץ,617
רשמאותנו,"הערכת שווי פנימית לרכב? אנחנו כבר בפנקס שלו (3, 5)",8,אודי הרשקוביץ,617
ולנטיינ,יום בחורף שש לנשק משקה (7),7,אודי הרשקוביץ,617
ירבעמ,מאיפה שאני הולך חוזר המלך (5),5,אודי הרשקוביץ,617
רגו,עירו את תבשיל הבשר (3),3,אודי הרשקוביץ,617
טלטלה,הוא ארז בגדי נשים? איזה זעזוע! (5),5,אודי הרשקוביץ,617
מאורעות,"פנסים בעין? להיפך, זה דברים שקרו (7)",7,אודי הרשקוביץ,617
אישמדונ,"מי שאוהב לריב יחוסל בכוח (3, 4)",7,אודי הרשקוביץ,617
פולימרימ,חומרים כאלה יש לי מספיק בפורים (8),8,אודי הרשקוביץ,617
אפטרשייב,גם בעל דרגה נמוכה שוב אומר שלום לתכשיר (8),8,אודי הרשקוביץ,617
קמעונאי,מחוץ לחטא הקדמוני נמצא סוחר (7),7,אודי הרשקוביץ,617
ירחימ,מי כעס שוב כמה חודשים? (5),5,אודי הרשקוביץ,617
אלמנט,הרכיב קצין עם נשק (5),5,אודי הרשקוביץ,617
נמוק,ההסבר ישנו: מאה (4) (ח),4,אודי הרשקוביץ,617
ליר,שולי רנד המלך (3),3,אודי הרשקוביץ,617
טורבינותרוח,"מה שרה""מ היה מוכן לתת היה בטווח ליצירת אנרגיה (8, 3)",11,אודי הרשקוביץ,617
מפתח,הלב העיר מאסטר תוכנה (4),4,אודי הרשקוביץ,617
טרומבונימ,מנגנים עוד בשלב עבודות העפר (9),9,אודי הרשקוביץ,617
אנסמבל,הממציא כפה על כמה אמנים (6),6,אודי הרשקוביץ,617
הראדמ,"המפקד מכה ענק (2, 3)",5,אודי הרשקוביץ,617
יותרלו,"הוא יקבל הרשאה ויקבל תוספת (4, 2)",6,אודי הרשקוביץ,617
אחשדרפנ,אדר נחשף במגילת אסתר (7),7,אודי הרשקוביץ,617
קורקעתמ,דרכתם על הפס? אתם לא יכולים לעזוב! (7),7,אודי הרשקוביץ,617
דבילימ,ילדים סתומים (6),6,אודי הרשקוביץ,617
אסתטי,תזיזי קלף שנראה טוב (5),5,אודי הרשקוביץ,617
שאננימ,בטוחים שהנסיכה נמצאת ממש לפני השנה (6),6,אודי הרשקוביץ,617
רינהמצליח,"הדף הוציא אותם שוב ברדיו ובטלוויזיה (4, 5) (מ)",9,אודי הרשקוביץ,617
יוזו,יורטבו מהמיץ של הפרי האסייאתי (4),4,אודי הרשקוביץ,617
קומבינטורימ,יודעים להסתדר עם עמוד שנמצא יחד עם שאר העמודות (11),11,אודי הרשקוביץ,617
אונטאריו,אולי נשק אבא של חנן ו... זה בקנדה (8)(מ),8,דוד זהבי,618
מחוג,היתה הפגנה קטנה על רדיוס (4),4,דוד זהבי,618
דינפרוטה,"מספיק לה שננגן על גיטרה בפנים? זה כבר חצי פתגם (3, 5)",8,דוד זהבי,618
לאדובימ,"עם 21 מאוזן. בהעדר נבון ומורן ואודם, למשל, זה ממש לא נכון (2, 5, 3, 3)",7,דוד זהבי,618
מדדימ,ראה/י 1 מאונך,5,דוד זהבי,618
לחמ,לבן משנה חוק (3),3,דוד זהבי,618
עליות,"עם 3 מאונך. לא יהיה יותר מוהר ושדים כשהבורסה מזנקת (5, 5)",5,דוד זהבי,618
יוממחלה,"ותרה על פילוסוף שלא עובדים בו (3, 4)",7,דוד זהבי,618
דווקאלא,"קוקו הפוך, כי אם... ההפך ממה שהייתם חושבים (5, 2) (מ)",7,דוד זהבי,618
יסגורפער,"אישור אנגלי סוחף את בן יהודה שיתקרב לרף (5, 3) (מ)",8,דוד זהבי,618
בגתנותרש,"ביקב נשאר רק הקצה של אחשורוש אז הם רצו להעלים אותו (4, 4)",8,דוד זהבי,618
מיורדימ,"מנהל מגוייס והם נותנים טעם וריח (2, 5)",7,דוד זהבי,618
ותרתמ,לא התעקשתם ונסיתם למצוא (5),5,דוד זהבי,618
פיקצו,דמות צהובה של צביקה ופקודה (5) (ח),5,דוד זהבי,618
יסוד,בסיס חוזר אדוק (4),4,דוד זהבי,618
ובר,יחידה שוברת באמצע (3),3,דוד זהבי,618
עולימעלמדימ,"אלה שבאים לארץ לא צריכים יותר מנער ומתגייסים (5, 2, 4)",11,דוד זהבי,618
חלקו,לא כולו ולא הסכימו (4),4,דוד זהבי,618
יעמידלדינ,"מספיק לא משפיע עליו במטבע, אז הוא יתבע (5, 4)",9,דוד זהבי,618
פרגינט,"מחזה על פיטר גן (2, 4)",6,דוד זהבי,618
תקדימ,שופט את אחד הבנים מבחוץ כדי להכריע משפט (5),5,דוד זהבי,618
יבוסימ,עם עם שכבת הנהלה רחבה (6),6,דוד זהבי,618
בלופרימ,"הבהמות כבר זקנות, אל תסמכו עליהם (7)",7,דוד זהבי,618
מהכוחנו,"באמצע המון תרביצו, יופי, היכולת שלנו מוגבלת (2, 5) (מ)",7,דוד זהבי,618
אורגני,חלק בלתי נפרד שאני מנגן עליו (6),6,דוד זהבי,618
פיהקו,מדיניות חמש פעמים? הם לא התעניינו בזה (5) (מ),5,דוד זהבי,618
ולאיער,ראה/י 4 מאונך,6,דוד זהבי,618
פרדיקרוגר,"לפי הבהמה, האקדח לא פספס והוא מפחיד (4, 5)",9,דוד זהבי,618
רדיו,שידור שמבקש מגרנט לא להשאר למעלה (4),4,דוד זהבי,618
דבריממוזרימ,"מכה, יחידה מיוחדת ושונים בסדרת אימה (5, 6)",11,דוד זהבי,618
הולוגרמה,חדרו עם מידה חמישית שרק נראית אמיתית (8),8,אודי הרשקוביץ,619
לאומ,למוסד עם רב מספיק (4),4,אודי הרשקוביץ,619
תחקירנימ,עשי כמו מישהו שנמצא בין העמודים שבודקים (8),8,אודי הרשקוביץ,619
אדמלאדמ,"הבל כנראה נפצע קשה לפני זאב (3, 4)",7,אודי הרשקוביץ,619
פריקה,כאן בפנים אין שום דבר מאכל (5),5,אודי הרשקוביץ,619
עינ,"תחת עצמה נקמה, בתוך עצמה תיאום מושלם (3)",3,אודי הרשקוביץ,619
שיפונ,העיר היא בעצם דגן (5),5,אודי הרשקוביץ,619
סיהיימנ,"מילת ציווי ליצירת בתו שרה (2, 5)",7,אודי הרשקוביץ,619
קמעונאי,חטאו של מקום מבודד עלה על הסוחר (7),7,אודי הרשקוביץ,619
מטבעלשונ,"ניב וייסמן נישא לניצחון? (4, 4)",8,אודי הרשקוביץ,619
כלהמיומי,"ברשותך אגם גדול וקטן? עלה לחברה הגבוהה (2, 3, 3)",8,אודי הרשקוביץ,619
נוסבאומ,ראה/י 24 מאונך,7,אודי הרשקוביץ,619
נימימ,בשנה יש המון חוטים (5),5,אודי הרשקוביץ,619
קישוט,באמצע הלילה המחזאי בקט הוא רק תוספת קוסמטית (5),5,אודי הרשקוביץ,619
חתופ,מתחיל לעלות כי לא אכפת לו מאף אחד (4),4,אודי הרשקוביץ,619
